0.000000784 | 0.000008821 | 0.000315760
0.000005707 | 0.000011325 | 0.000318769
0.000010751 | 0.000012984 | 0.000321621
0.000012422 | 0.000015086 | 0.000326645
0.000014075 | 0.000016782 | 0.000330998
0.000016156 | 0.000019242 | 0.000335727
0.000018392 | 0.000021792 | 0.000341186
0.000020925 | 0.000029932 | 0.000346850
0.000023307 | 0.000353144 | 0.000366406
0.000352267 | 0.000354738 | 0.000367381
0.000354190 | 0.000359214 | 0.000372187
0.000358667 | 0.000361000 | 0.000376695
0.000360459 | 0.000363057 | 0.000382750
0.000362382 | 0.000364651 | 0.000389117
0.000364114 | 0.000366259 | 0.000396128
0.000365675 | 0.000369462 | 0.000396852
0.000368916 | 0.000371132 | 0.000398813
0.000370555 | 0.000375235 | 0.000402395
0.000372431 | 0.000407298 | 0.000419954
0.000406580 | 0.000409094 | 0.000421563
0.000408551 | 0.000410906 | 0.000432575
0.000410355 | 0.000412712 | 0.000433459
0.000412167 | 0.000414334 | 0.000439861
0.000413800 | 0.000415957 | 0.000442018
0.000415411 | 0.000418790 | 0.000443637
0.000418104 | 0.000423890 | 0.000449258
0.000420265 | 0.000456781 | 0.000469526
0.000455757 | 0.000458582 | 0.000474997
0.000457916 | 0.000461231 | 0.000476799
0.000460658 | 0.000466031 | 0.000482692
0.000465410 | 0.000480640 | 0.000497984
0.000480049 | 0.000484492 | 0.000502916
0.000483959 | 0.000486006 | 0.000504402
0.000485451 | 0.000487828 | 0.000505510
0.000487285 | 0.000492001 | 0.000510223
0.000491478 | 0.000495012 | 0.000514615
0.000493511 | 0.000507253 | 0.000518208
0.000506691 | 0.000527293 | 0.000537477
0.000526001 | 0.000538676 | 0.000610393
0.000534762 | 0.000542138 | 0.000618585
0.000541454 | 0.000563928 | 0.000623832
0.000565874 0.000562497 | 0.000570613 | 0.000630797
0.000569637 | 0.000574678 | 0.000634854
0.000573973 | 0.000576264 | 0.000639380
0.000575726 | 0.000577427 | 0.000643879
0.000576884 | 0.000579885 | 0.000648451
1.305828156 | 1.305832939 | 1.306195722
2.133360343 2.133358832 2.133357423 2.133355042 2.133358493 2.133359584 2.133359241 2.133360014 2.133362147 2.133361237 2.133360836 2.133361577 2.133363893 2.133363093 2.133362722 2.133363495 2.133365471 2.133364549 2.133364214 2.133364882 2.133366265 2.133365938 2.133366968 2.133366650 2.133367289 | 2.133371895 | 2.133756920
2.133773787 | 2.136408080 | 2.138564570
